symbol,earnings_date,eps_estimate,reported_eps,surprise
DHR,"Jul 20, 2006, 12 AMEDT",0.39,0.4,+2.7
DHR,"Apr 20, 2006, 12 AMEDT",0.32,0.33,+2.01
DHR,"Jan 26, 2006, 12 AMEST",0.4,0.41,+0.85
DHR,"Oct 20, 2005, 12 AMEDT",0.35,0.35,-0.58
DHR,"Jul 21, 2005, 12 AMEDT",0.33,0.34,+0.45
DHR,"Apr 21, 2005, 12 AMEDT",0.28,0.29,+2.05
DHR,"Jan 27, 2005, 12 AMEST",0.33,0.34,+2.45
DHR,"Oct 21, 2004, 12 AMEDT",0.3,0.31,+4.73
DHR,"Jul 22, 2004, 12 AMEDT",0.27,0.28,+4.98
DHR,"Apr 22, 2004, 12 AMEDT",0.21,0.23,+6.89
DHR,"Jan 29, 2004, 12 AMEST",0.24,0.24,+1.87
DHR,"Oct 16, 2003, 12 AMEDT",0.21,0.22,+3.18
DHR,"Jul 17, 2003, 12 AMEDT",0.19,0.2,+1.69
DHR,"Apr 17, 2003, 12 AMEDT",0.16,0.16,+1.11
DHR,"Jan 30, 2003, 12 AMEST",0.19,0.2,+2.6
DHR,"Oct 17, 2002, 12 AMEDT",0.18,0.19,+1.87
DHR,"Jul 18, 2002, 12 AMEDT",0.16,0.17,+1.67
DHR,"Apr 18, 2002, 12 AMEDT",0.14,0.14,-0.14
DHR,"Jan 24, 2002, 12 AMEST",0.13,0.13,-0.15
DHR,"Oct 18, 2001, 12 AMEDT",0.15,0.15,+0.26
DHR,"Jul 19, 2001, 12 AMEDT",0.16,0.16,+0.49
DHR,"Apr 19, 2001, 12 AMEDT",0.14,0.14,+0.82
DHR,"Jan 24, 2001, 12 AMEST",0.15,0.15,+1.41
DHR,"Oct 19, 2000, 12 AMEDT",0.14,0.14,+3.07
DIS,"Aug 05, 2025, 8 AMEDT",-,-,-
DIS,"May 05, 2025, 8 AMEDT",-,-,-
DIS,"Feb 05, 2025, 4 PMEST",-,-,-
DIS,"Nov 14, 2024, 8 AMEST",1.1,-,-
DIS,"Aug 07, 2024, 6 AMEDT",1.19,1.39,+16.48
DIS,"May 07, 2024, 6 AMEDT",1.1,1.21,+10.18
DIS,"Feb 07, 2024, 4 PMEST",0.99,1.22,+23.56
DIS,"Nov 08, 2023, 4 PMEST",0.7,0.82,+17.36
DIS,"Aug 09, 2023, 4 PMEDT",0.95,1.03,+8.08
DIS,"May 10, 2023, 4 PMEDT",0.93,0.93,-0.07
DIS,"Feb 08, 2023, 4 PMEST",0.78,0.99,+26.18
DIS,"Nov 08, 2022, 4 PMEST",0.55,0.3,-45.32
DIS,"Aug 10, 2022, 4 PMEDT",0.96,1.09,+13.15
DIS,"May 11, 2022, 4 PMEDT",1.19,1.08,-8.98
DIS,"Feb 09, 2022, 4 PMEST",0.63,1.06,+68.52
DIS,"Nov 10, 2021, 4 PMEST",0.51,0.37,-27.28
DIS,"Aug 12, 2021, 4 PMEDT",0.55,0.8,+46.58
DIS,"May 13, 2021, 4 PMEDT",0.27,0.79,+189.84
DIS,"Feb 11, 2021, 4 PMEST",-0.41,0.32,+177.77
DIS,"Nov 12, 2020, 4 PMEST",-0.7,-0.2,+71.4
DIS,"Aug 04, 2020, 4 PMEDT",-0.64,0.08,+112.47
DIS,"May 05, 2020, 4 PMEDT",0.89,0.6,-32.21
DIS,"Feb 04, 2020, 4 PMEST",1.44,1.53,+6.15
DIS,"Nov 07, 2019, 4 PMEST",0.95,1.07,+12.95
DIS,"Aug 06, 2019, 10 AMEDT",1.75,1.35,-22.81
DIS,"May 08, 2019, 4 PMEDT",1.58,1.61,+1.79
DIS,"Feb 05, 2019, 4 PMEST",1.55,1.84,+18.98
DIS,"Nov 08, 2018, 4 PMEST",1.34,1.48,+10.78
DIS,"Aug 07, 2018, 4 PMEDT",1.95,1.87,-4.14
DIS,"May 08, 2018, 4 PMEDT",1.7,1.84,+8.54
DIS,"Feb 06, 2018, 4 PMEST",1.61,1.89,+17.55
DIS,"Nov 09, 2017, 4 PMEST",1.13,1.07,-4.97
DIS,"Aug 08, 2017, 4 PMEDT",1.55,1.58,+1.7
DIS,"May 09, 2017, 4 PMEDT",1.41,1.5,+6.25
DIS,"Feb 07, 2017, 4 PMEST",1.49,1.55,+3.98
DIS,"Nov 10, 2016, 4 PMEST",1.16,1.1,-4.8
DIS,"Aug 09, 2016, 4 PMEDT",1.61,1.62,+0.76
DIS,"May 10, 2016, 4 PMEDT",1.4,1.36,-2.68
DIS,"Feb 09, 2016, 4 PMEST",1.45,1.63,+12.53
DIS,"Nov 05, 2015, 4 PMEST",1.14,1.2,+5.19
DIS,"Aug 04, 2015, 4 PMEDT",1.42,1.45,+2.3
DIS,"May 05, 2015, 7 AMEDT",1.11,1.23,+11.28
DIS,"Feb 03, 2015, 4 PMEST",1.07,1.27,+18.74
DIS,"Nov 06, 2014, 4 PMEST",0.89,0.89,+0.43
DIS,"Aug 05, 2014, 12 AMEDT",1.17,1.28,+9.69
DIS,"May 06, 2014, 12 AMEDT",0.96,1.11,+15.77
DIS,"Feb 05, 2014, 12 AMEST",0.92,1.04,+13.62
DIS,"Nov 07, 2013, 12 AMEST",0.76,0.77,+1.68
DIS,"Aug 06, 2013, 12 AMEDT",1.01,1.03,+1.78
DIS,"May 07, 2013, 12 AMEDT",0.77,0.79,+2.79
DIS,"Feb 05, 2013, 12 AMEST",0.76,0.79,+3.83
DIS,"Nov 08, 2012, 12 AMEST",0.68,0.68,+0.09
DIS,"Aug 07, 2012, 12 AMEDT",0.93,1.01,+8.86
DIS,"May 08, 2012, 12 AMEDT",0.55,0.58,+4.95
DIS,"Feb 07, 2012, 12 AMEST",0.71,0.8,+11.94
DIS,"Nov 10, 2011, 12 AMEST",0.54,0.59,+8.47
DIS,"Aug 09, 2011, 12 AMEDT",0.73,0.78,+7.2
DIS,"May 10, 2011, 12 AMEDT",0.57,0.49,-13.71
DIS,"Feb 08, 2011, 12 AMEST",0.56,0.68,+22.03
DIS,"Nov 11, 2010, 12 AMEST",0.46,0.45,-2.95
DIS,"Aug 10, 2010, 12 AMEDT",0.58,0.67,+15.03
DIS,"May 11, 2010, 12 AMEDT",0.45,0.48,+5.54
DIS,"Feb 09, 2010, 12 AMEST",0.38,0.47,+22.76
DIS,"Nov 12, 2009, 12 AMEST",0.41,0.46,+13.15
DIS,"Jul 30, 2009, 12 AMEDT",0.5,0.52,+3.29
DIS,"May 05, 2009, 12 AMEDT",0.4,0.43,+6.41
DIS,"Feb 03, 2009, 12 AMEST",0.51,0.41,-19.61
DIS,"Nov 06, 2008, 12 AMEST",0.49,0.43,-12.24
DIS,"Jul 30, 2008, 12 AMEDT",0.61,0.62,+1.71
DIS,"May 06, 2008, 12 AMEDT",0.51,0.58,+14.42
DIS,"Feb 05, 2008, 12 AMEST",0.52,0.63,+20.6
DIS,"Nov 08, 2007, 12 AMEST",0.41,0.42,+2.94
DIS,"Aug 01, 2007, 12 AMEDT",0.55,0.58,+5.78
DIS,"May 08, 2007, 12 AMEDT",0.38,0.43,+14.39
DIS,"Feb 07, 2007, 12 AMEST",0.39,0.49,+24.62
DIS,"Nov 09, 2006, 12 AMEST",0.34,0.36,+6.71
DIS,"Aug 09, 2006, 12 AMEDT",0.44,0.53,+20.33
DIS,"May 09, 2006, 12 AMEDT",0.31,0.37,+20.03
DIS,"Feb 06, 2006, 12 AMEST",0.3,0.35,+17.76
DIS,"Nov 17, 2005, 12 AMEST",0.18,0.23,+29.3
DIS,"Aug 09, 2005, 12 AMEDT",0.38,0.42,+9.37
DIS,"May 11, 2005, 12 AMEDT",0.32,0.32,+1.03
DIS,"Jan 31, 2005, 12 AMEST",0.29,0.34,+17.44
DIS,"Nov 18, 2004, 12 AMEST",0.18,0.19,+8.57
DIS,"Aug 10, 2004, 12 AMEDT",0.27,0.31,+16.25
DIS,"May 12, 2004, 12 AMEDT",0.21,0.26,+25.73
DIS,"Feb 11, 2004, 12 AMEST",0.23,0.33,+44.79
DIS,"Nov 20, 2003, 12 AMEST",0.15,0.17,+10.97
DIS,"Jul 31, 2003, 12 AMEDT",0.16,0.19,+17.45
DIS,"May 01, 2003, 12 AMEDT",0.11,0.11,-2.69
DIS,"Jan 30, 2003, 12 AMEST",0.16,0.17,+9.68
DIS,"Nov 07, 2002, 12 AMEST",0.11,0.11,+3.53
DIS,"Aug 01, 2002, 12 AMEDT",0.17,0.17,+2.29
DIS,"Apr 25, 2002, 12 AMEDT",0.1,0.13,+24.65
DIS,"Jan 31, 2002, 12 AMEST",0.11,0.15,+40.11
DIS,"Nov 08, 2001, 12 AMEST",0.07,0.06,-9.24
DIS,"Aug 02, 2001, 12 AMEDT",0.22,0.23,+6.05
DIS,"Apr 24, 2001, 12 AMEDT",0.14,0.17,+25.16
DIS,"Feb 06, 2001, 12 AMEST",0.25,0.28,+10.16
DIS,"Nov 09, 2000, 12 AMEST",0.17,0.2,+17.65
EEM,"Feb 16, 2008, 5 PMEST",-,-,-
EEM,"Nov 15, 2007, 5 PMEST",-,-,-
EEM,"Aug 14, 2007, 5 PMEDT",-,-,-
EEM,"May 15, 2007, 5 PMEDT",-,-,-
EEM,"Feb 16, 2007, 5 PMEST",-,-,-
EEM,"Nov 15, 2006, 5 PMEST",-,-,-
EEM,"Aug 14, 2006, 5 PMEDT",-,-,-
EEM,"May 15, 2006, 5 PMEDT",-,-,-
EFA,"Feb 16, 2008, 5 PMEST",-,-,-
EFA,"Nov 15, 2007, 5 PMEST",-,-,-
EFA,"Aug 14, 2007, 5 PMEDT",-,-,-
EFA,"May 15, 2007, 5 PMEDT",-,-,-
EFA,"Feb 16, 2007, 5 PMEST",-,-,-
EFA,"Nov 15, 2006, 5 PMEST",-,-,-
EFA,"Aug 14, 2006, 5 PMEDT",-,-,-
EFA,"May 15, 2006, 5 PMEDT",-,-,-
ELV,"Oct 15, 2025, 8 AMEDT",-,-,-
ELV,"Jul 15, 2025, 8 AMEDT",-,-,-
ELV,"Apr 16, 2025, 8 AMEDT",-,-,-
ELV,"Jan 22, 2025, 6 AMEST",4.06,-,-
ELV,"Oct 17, 2024, 6 AMEDT",9.66,8.37,-13.35
ELV,"Jul 17, 2024, 6 AMEDT",10.01,10.12,+1.11
ELV,"Apr 18, 2024, 6 AMEDT",10.53,10.64,+1.03
ELV,"Jan 24, 2024, 6 AMEST",5.64,5.62,-0.41
ELV,"Oct 18, 2023, 6 AMEDT",8.44,8.99,+6.52
ELV,"Jul 19, 2023, 6 AMEDT",8.8,9.04,+2.77
ELV,"Apr 19, 2023, 6 AMEDT",9.26,9.46,+2.14
ELV,"Jan 25, 2023, 6 AMEST",5.19,5.23,+0.8
ELV,"Oct 19, 2022, 6 AMEDT",7.15,7.53,+5.34
ELV,"Jul 20, 2022, 6 AMEDT",7.74,8.04,+3.87
ELV,"Apr 20, 2022, 6 AMEDT",7.81,8.25,+5.59
ELV,"Jan 26, 2022, 6 AMEST",5.11,5.14,+0.53
ELV,"Oct 20, 2021, 6 AMEDT",6.37,6.79,+6.58
ELV,"Jul 21, 2021, 6 AMEDT",6.33,7.03,+11.03
ELV,"Apr 21, 2021, 6 AMEDT",6.51,7.01,+7.63
ELV,"Jan 27, 2021, 6 AMEST",2.52,2.54,+0.79
ELV,"Oct 28, 2020, 6 AMEDT",4.15,4.2,+1.16
ELV,"Jul 29, 2020, 6 AMEDT",8.87,9.2,+3.67
ELV,"Apr 29, 2020, 6 AMEDT",6.48,6.48,+0.05
ELV,"Jan 29, 2020, 6 AMEST",3.88,3.88,-0.07
ELV,"Oct 23, 2019, 6 AMEDT",4.82,4.87,+1.03
ELV,"Jul 24, 2019, 6 AMEDT",4.61,4.64,+0.56
ELV,"Apr 24, 2019, 6 AMEDT",5.81,6.03,+3.71
ELV,"Jan 30, 2019, 6 AMEST",2.2,2.44,+11.12
ELV,"Oct 31, 2018, 6 AMEDT",3.7,3.81,+2.96
ELV,"Jul 25, 2018, 6 AMEDT",4.16,4.25,+2.16
ELV,"Apr 25, 2018, 6 AMEDT",4.88,5.41,+10.95
ELV,"Jan 31, 2018, 6 AMEST",1.27,1.29,+1.72
ELV,"Oct 25, 2017, 6 AMEDT",2.42,2.65,+9.66
ELV,"Jul 26, 2017, 6 AMEDT",3.23,3.37,+4.24
ELV,"Apr 26, 2017, 6 AMEDT",3.86,4.68,+21.21
ELV,"Feb 01, 2017, 6 AMEST",1.61,1.76,+9.17
ELV,"Nov 02, 2016, 6 AMEDT",2.47,2.45,-0.65
ELV,"Jul 27, 2016, 6 AMEDT",3.23,3.33,+3
ELV,"Apr 27, 2016, 6 AMEDT",3.32,3.46,+4.2
ELV,"Jan 27, 2016, 6 AMEST",1.2,1.14,-5
ELV,"Oct 28, 2015, 6 AMEDT",2.33,2.73,+17.42
ELV,"Jul 29, 2015, 6 AMEDT",2.77,3.1,+11.89
ELV,"Apr 29, 2015, 6 AMEDT",2.67,3.14,+17.58
ELV,"Jan 28, 2015, 6 AMEST",1.72,1.73,+0.65
ELV,"Oct 29, 2014, 6 AMEDT",2.27,2.36,+3.96
ELV,"Jul 30, 2014, 12 AMEDT",2.26,2.44,+8.09
ELV,"Apr 30, 2014, 12 AMEDT",2.12,2.3,+8.26
ELV,"Jan 29, 2014, 12 AMEST",0.87,0.87,-0.19
ELV,"Oct 23, 2013, 12 AMEDT",1.82,2.1,+15.51
ELV,"Jul 24, 2013, 12 AMEDT",2.11,2.6,+23.37
ELV,"Apr 24, 2013, 12 AMEDT",2.38,2.94,+23.27
ELV,"Jan 23, 2013, 12 AMEST",0.95,1.03,+8.58
ELV,"Nov 07, 2012, 12 AMEST",1.84,2.09,+13.55
ELV,"Jul 25, 2012, 12 AMEDT",2.08,2.04,-1.85
ELV,"Apr 25, 2012, 12 AMEDT",2.27,2.34,+2.97
ELV,"Jan 25, 2012, 12 AMEST",1.12,0.99,-11.65
ELV,"Oct 26, 2011, 12 AMEDT",1.68,1.77,+5.61
ELV,"Jul 27, 2011, 12 AMEDT",1.8,1.83,+1.5
ELV,"Apr 27, 2011, 12 AMEDT",1.87,2.35,+25.64
ELV,"Jan 26, 2011, 12 AMEST",1.23,1.33,+8.09
ELV,"Nov 03, 2010, 12 AMEDT",1.58,1.74,+10.2
ELV,"Jul 28, 2010, 12 AMEDT",1.55,1.67,+7.5
ELV,"Apr 28, 2010, 12 AMEDT",1.67,1.95,+17.1
ELV,"Jan 27, 2010, 12 AMEST",1.02,1.16,+13.73
ELV,"Oct 28, 2009, 12 AMEDT",1.37,1.78,+29.48
ELV,"Jul 29, 2009, 12 AMEDT",1.43,1.5,+5.14
ELV,"Apr 22, 2009, 12 AMEDT",1.25,1.62,+29.91
ELV,"Jan 28, 2009, 12 AMEST",1.36,0.65,-52.36
ELV,"Oct 22, 2008, 12 AMEDT",1.49,1.6,+7.08
ELV,"Jul 23, 2008, 12 AMEDT",1.36,1.44,+5.83
ELV,"Apr 23, 2008, 12 AMEDT",1.19,1.07,-10.08
ELV,"Jan 23, 2008, 12 AMEST",1.51,1.51,+0.28
ELV,"Oct 24, 2007, 12 AMEDT",1.44,1.45,+0.49
ELV,"Jul 25, 2007, 12 AMEDT",1.35,1.35,-0.33
ELV,"Apr 25, 2007, 12 AMEDT",1.26,1.26,+0.33
ELV,"Jan 24, 2007, 12 AMEST",1.27,1.27,+0.08
ELV,"Oct 25, 2006, 12 AMEDT",1.23,1.24,+1.09
ELV,"Jul 26, 2006, 12 AMEDT",1.14,1.18,+3.1
ELV,"Apr 26, 2006, 12 AMEDT",1.07,1.1,+2.6
ELV,"Jan 25, 2006, 12 AMEST",1.04,1.05,+1.15
ELV,"Oct 26, 2005, 12 AMEDT",1.01,1.02,+0.75
ELV,"Jul 27, 2005, 12 AMEDT",0.97,1,+3.2
ELV,"Apr 27, 2005, 12 AMEDT",0.91,0.94,+2.9
ELV,"Feb 07, 2005, 12 AMEST",0.84,0.85,+0.56
ELV,"Oct 27, 2004, 12 AMEDT",0.83,0.84,+0.96
ELV,"Jul 27, 2004, 12 AMEDT",0.82,0.83,+0.8
ELV,"Apr 28, 2004, 12 AMEDT",0.73,0.81,+9.95
ELV,"Jan 29, 2004, 12 AMEST",0.69,0.72,+3.5
ELV,"Oct 27, 2003, 12 AMEST",0.66,0.68,+1.79
ELV,"Jul 31, 2003, 12 AMEDT",0.62,0.65,+4.42
ELV,"Apr 30, 2003, 12 AMEDT",0.59,0.59,-
ELV,"Feb 02, 2003, 12 AMEST",0.55,0.56,+2.28
ELV,"Nov 04, 2002, 12 AMEST",0.5,0.53,+5.79
ELV,"Aug 05, 2002, 12 AMEDT",0.49,0.5,+1.54
ELV,"Apr 29, 2002, 12 AMEDT",0.42,0.47,+11.6
ELV,"Feb 06, 2002, 12 AMEST",0.45,0.48,+6.31
ETN,"Jul 30, 2025, 8 AMEDT",-,-,-
ETN,"Apr 28, 2025, 8 AMEDT",-,-,-
ETN,"Jan 30, 2025, 8 AMEST",-,-,-
ETN,"Oct 31, 2024, 8 AMEDT",2.8,-,-
ETN,"Aug 01, 2024, 6 AMEDT",2.61,2.73,+4.51
ETN,"Apr 30, 2024, 7 AMEDT",2.29,2.4,+4.88
ETN,"Feb 01, 2024, 7 AMEST",2.47,2.55,+3.21
ETN,"Oct 31, 2023, 7 AMEDT",2.34,2.47,+5.72
ETN,"Aug 01, 2023, 6 AMEDT",2.11,2.21,+4.7
ETN,"May 02, 2023, 6 AMEDT",1.78,1.88,+5.45
ETN,"Feb 08, 2023, 6 AMEST",2.05,2.06,+0.58
ETN,"Nov 01, 2022, 6 AMEDT",2.01,2.02,+0.64
ETN,"Aug 02, 2022, 6 AMEDT",1.82,1.87,+2.8
ETN,"May 03, 2022, 7 AMEDT",1.6,1.62,+1.42
ETN,"Feb 04, 2022, 6 AMEST",1.71,1.72,+0.41
ETN,"Nov 02, 2021, 7 AMEDT",1.73,1.75,+1.06
ETN,"Aug 03, 2021, 6 AMEDT",1.57,1.72,+9.33
ETN,"May 04, 2021, 6 AMEDT",1.23,1.44,+16.67
ETN,"Feb 02, 2021, 7 AMEST",1.2,1.28,+6.24
ETN,"Nov 03, 2020, 6 AMEST",1.04,1.18,+12.94
ETN,"Jul 29, 2020, 6 AMEDT",0.53,0.7,+31.99
ETN,"Apr 30, 2020, 6 AMEDT",1.07,1.09,+1.92
ETN,"Feb 04, 2020, 6 AMEST",1.41,1.37,-2.51
ETN,"Oct 29, 2019, 6 AMEDT",1.51,1.52,+0.6
ETN,"Jul 30, 2019, 7 AMEDT",1.51,1.53,+1.34
ETN,"Apr 30, 2019, 7 AMEDT",1.24,1.26,+1.43
ETN,"Jan 31, 2019, 6 AMEST",1.43,1.46,+2.07
ETN,"Oct 30, 2018, 6 AMEDT",1.43,1.43,-0.17
ETN,"Jul 31, 2018, 6 AMEDT",1.33,1.39,+4.77
ETN,"May 01, 2018, 6 AMEDT",1.07,1.1,+2.75
ETN,"Feb 01, 2018, 8 AMEST",1.21,1.29,+6.6
ETN,"Oct 31, 2017, 6 AMEDT",1.25,1.25,+0.12
ETN,"Aug 01, 2017, 6 AMEDT",1.16,1.15,-0.65
ETN,"May 02, 2017, 6 AMEDT",0.88,0.96,+9.54
ETN,"Feb 02, 2017, 6 AMEST",1.1,1.12,+1.78
ETN,"Nov 01, 2016, 6 AMEDT",1.15,1.15,+0.36
ETN,"Aug 02, 2016, 6 AMEDT",1.07,1.07,+0.13
ETN,"Apr 29, 2016, 6 AMEDT",0.85,0.88,+3.52
ETN,"Feb 03, 2016, 6 AMEST",1.1,1.17,+6.59
ETN,"Oct 30, 2015, 6 AMEDT",1,0.97,-2.95
ETN,"Jul 29, 2015, 6 AMEDT",1.13,1.16,+2.32
ETN,"Apr 29, 2015, 6 AMEDT",0.98,1.01,+2.64
ETN,"Feb 03, 2015, 6 AMEST",1.2,1.27,+5.87
ETN,"Oct 29, 2014, 6 AMEDT",1.23,1.29,+4.59
ETN,"Jul 29, 2014, 12 AMEDT",1.13,1.11,-1.39
ETN,"Apr 29, 2014, 12 AMEDT",1,1.01,+0.83
ETN,"Feb 04, 2014, 12 AMEST",1.06,1.08,+1.86
ETN,"Oct 25, 2013, 12 AMEDT",1.12,1.12,-0.31
ETN,"Aug 02, 2013, 12 AMEDT",1.11,1.09,-1.65
ETN,"Apr 29, 2013, 12 AMEDT",0.79,0.84,+6.97
ETN,"Feb 05, 2013, 12 AMEST",0.93,0.82,-11.38
ETN,"Oct 31, 2012, 12 AMEDT",1.09,1.07,-1.94
ETN,"Jul 23, 2012, 12 AMEDT",1.09,1.15,+5.87
ETN,"Apr 23, 2012, 12 AMEDT",0.9,0.92,+2.46
ETN,"Jan 26, 2012, 12 AMEST",1.11,1.08,-2.61
ETN,"Oct 24, 2011, 12 AMEDT",1.08,1.08,-0.31
ETN,"Jul 25, 2011, 12 AMEDT",0.95,0.97,+1.65
ETN,"Apr 20, 2011, 12 AMEDT",0.8,0.84,+4.81
ETN,"Jan 27, 2011, 12 AMEST",0.84,0.85,+1.2
ETN,"Oct 20, 2010, 12 AMEDT",0.69,0.8,+16.21
ETN,"Jul 21, 2010, 12 AMEDT",0.59,0.68,+16.15
ETN,"Apr 20, 2010, 12 AMEDT",0.42,0.48,+14.08
ETN,"Jan 25, 2010, 12 AMEST",0.62,0.68,+9.71
ETN,"Oct 19, 2009, 12 AMEDT",0.46,0.61,+32
ETN,"Jul 20, 2009, 12 AMEDT",0.09,0.12,+35.29
ETN,"Apr 20, 2009, 12 AMEDT",-0.12,-0.11,+11.06
ETN,"Jan 26, 2009, 12 AMEST",0.52,0.54,+3.48
ETN,"Oct 20, 2008, 12 AMEDT",0.94,0.98,+3.56
ETN,"Jul 15, 2008, 12 AMEDT",0.97,1.05,+8.1
ETN,"Apr 14, 2008, 12 AMEDT",0.83,0.85,+2.64
ETN,"Jan 22, 2008, 12 AMEST",0.86,0.9,+3.5
ETN,"Oct 15, 2007, 12 AMEDT",0.84,0.9,+6.67
ETN,"Jul 16, 2007, 12 AMEDT",0.73,0.85,+15.74
ETN,"Apr 16, 2007, 12 AMEDT",0.71,0.81,+14.79
ETN,"Jan 22, 2007, 12 AMEST",0.79,0.83,+4.49
ETN,"Oct 16, 2006, 12 AMEDT",0.79,0.83,+3.9
ETN,"Jul 17, 2006, 12 AMEDT",0.82,0.84,+3.03
ETN,"Apr 17, 2006, 12 AMEDT",0.66,0.7,+6.46
ETN,"Jan 23, 2006, 12 AMEST",0.68,0.72,+4.74
ETN,"Oct 17, 2005, 12 AMEDT",0.66,0.67,+0.08
ETN,"Jul 18, 2005, 12 AMEDT",0.66,0.7,+5.79
ETN,"Apr 14, 2005, 12 AMEDT",0.62,0.62,-
ETN,"Jan 24, 2005, 12 AMEST",0.56,0.57,+1.83
ETN,"Oct 14, 2004, 12 AMEDT",0.56,0.56,+1.35
ETN,"Jul 15, 2004, 12 AMEDT",0.51,0.53,+3.79
ETN,"Apr 14, 2004, 12 AMEDT",0.4,0.44,+10.64
ETN,"Jan 21, 2004, 12 AMEST",0.35,0.39,+12.32
ETN,"Oct 14, 2003, 12 AMEDT",0.33,0.36,+10.03
ETN,"Jul 15, 2003, 12 AMEDT",0.33,0.34,+1.82
ETN,"Apr 14, 2003, 12 AMEDT",0.24,0.27,+10.99
ETN,"Jan 21, 2003, 12 AMEST",0.23,0.25,+6.42
ETN,"Oct 14, 2002, 12 AMEDT",0.3,0.32,+3.99
ETN,"Jul 15, 2002, 12 AMEDT",0.3,0.31,+2.87
ETN,"Apr 15, 2002, 12 AMEDT",0.21,0.23,+8.39
ETN,"Jan 22, 2002, 12 AMEST",0.15,0.16,+8.33
ETN,"Oct 15, 2001, 12 AMEDT",0.16,0.17,+5.51
ETN,"Jul 16, 2001, 12 AMEDT",0.22,0.24,+4.76
ETN,"Apr 16, 2001, 12 AMEDT",0.24,0.26,+7.39
ETN,"Jan 22, 2001, 12 AMEST",0.37,0.35,-5.08
ETN,"Oct 16, 2000, 12 AMEDT",0.33,0.35,+5.13
EWJ,"May 15, 2006, 4 PMEDT",-,-,-
EWJ,"Feb 15, 2006, 4 PMEST",-,-,-
F,"Jul 22, 2025, 4 PMEDT",-,-,-
F,"Apr 22, 2025, 4 PMEDT",-,-,-
F,"Feb 04, 2025, 4 PMEST",-,-,-
F,"Oct 28, 2024, 4 PMEDT",0.48,-,-
F,"Jul 24, 2024, 4 PMEDT",0.68,0.47,-31.15
F,"Apr 24, 2024, 4 PMEDT",0.42,0.49,+15.87
F,"Feb 06, 2024, 4 PMEST",0.14,0.29,+113.72
F,"Oct 26, 2023, 4 PMEDT",0.45,0.39,-13.8
F,"Jul 27, 2023, 4 PMEDT",0.55,0.72,+31.58
F,"May 02, 2023, 4 PMEDT",0.41,0.63,+52.75
F,"Feb 02, 2023, 4 PMEST",0.62,0.51,-18.05
F,"Oct 26, 2022, 4 PMEDT",0.27,0.3,+10.46
F,"Jul 27, 2022, 4 PMEDT",0.45,0.68,+52.01
F,"Apr 27, 2022, 4 PMEDT",0.37,0.38,+2.65
F,"Feb 03, 2022, 4 PMEST",0.45,0.26,-42.52
F,"Oct 27, 2021, 4 PMEDT",0.27,0.51,+89.63
F,"Jul 28, 2021, 4 PMEDT",-0.03,0.13,+498.9
F,"Apr 28, 2021, 4 PMEDT",0.21,0.89,+331.52
F,"Feb 04, 2021, 4 PMEST",-0.07,0.34,+604.45
F,"Oct 28, 2020, 4 PMEDT",0.19,0.65,+237.79
F,"Jul 30, 2020, 4 PMEDT",-1.17,-0.35,+70.18
F,"Apr 28, 2020, 4 PMEDT",-0.12,-0.23,-87.97
F,"Feb 04, 2020, 4 PMEST",0.15,0.12,-20.42
F,"Oct 23, 2019, 4 PMEDT",0.26,0.34,+31.01
F,"Jul 24, 2019, 4 PMEDT",0.31,0.28,-8.36
F,"Apr 25, 2019, 4 PMEDT",0.27,0.44,+65.67
F,"Jan 23, 2019, 4 PMEST",0.32,0.3,-4.76
F,"Oct 24, 2018, 4 PMEDT",0.28,0.29,+4.47
F,"Jul 25, 2018, 4 PMEDT",0.31,0.27,-13.49
F,"Apr 25, 2018, 4 PMEDT",0.41,0.43,+4.78
F,"Jan 24, 2018, 4 PMEST",0.42,0.39,-6.66
F,"Oct 26, 2017, 7 AMEDT",0.32,0.43,+32.51
F,"Jul 26, 2017, 7 AMEDT",0.43,0.56,+29.79
F,"Apr 27, 2017, 7 AMEDT",0.35,0.39,+12.74
F,"Jan 26, 2017, 7 AMEST",0.31,0.3,-3.44
F,"Oct 27, 2016, 7 AMEDT",0.2,0.26,+29.46
F,"Jul 28, 2016, 7 AMEDT",0.6,0.52,-12.91
F,"Apr 28, 2016, 7 AMEDT",0.48,0.68,+43.03
F,"Jan 28, 2016, 7 AMEST",0.51,0.58,+13.3
F,"Oct 27, 2015, 7 AMEDT",0.46,0.45,-3.17
F,"Jul 28, 2015, 7 AMEDT",0.37,0.47,+27.98
F,"Apr 28, 2015, 7 AMEDT",0.26,0.23,-11.54
F,"Jan 29, 2015, 7 AMEST",0.23,0.26,+14.54
F,"Oct 24, 2014, 7 AMEDT",0.19,0.24,+25.65
F,"Jul 24, 2014, 12 AMEDT",0.36,0.4,+11.94
F,"Apr 25, 2014, 12 AMEDT",0.31,0.25,-19.06
F,"Jan 28, 2014, 12 AMEST",0.28,0.31,+9.79
F,"Oct 24, 2013, 12 AMEDT",0.38,0.45,+19.88
F,"Jul 24, 2013, 12 AMEDT",0.37,0.45,+22.49
F,"Apr 24, 2013, 12 AMEDT",0.37,0.41,+11.39
F,"Jan 29, 2013, 12 AMEST",0.25,0.31,+22.3
F,"Oct 30, 2012, 12 AMEDT",0.3,0.4,+33.1
F,"Jul 25, 2012, 12 AMEDT",0.28,0.3,+6.9
F,"Apr 27, 2012, 12 AMEDT",0.35,0.39,+11.81
